numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str,Real Label (Invented),Predicted Label,Prediction Probability (Si)
1,2.0,100.0,22,52,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,TACNA,Costa,Aspersion,Otro,Comerciante mayorista,Otro,No,Si,0.91172636
2,0.5,98.9,39,50,False,False,False,False,True,False,True,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,No,Si,0.8993983
2,1.0,93.1,30,62,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TACNA,Costa,Aspersion,Venta,Sin ventas,Secano,No,Si,0.9075606
5,3.0,94.93,6,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Selva,Gravedad,Venta,Comerciante mayorista,Secano,No,Si,0.91079146
2,5.65,100.0,35,72,False,False,True,False,False,False,False,Secundaria completa,Mujer,TUMBES,Sierra,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.89696217
1,1.1,100.0,4,63,False,False,False,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Secano,Venta,Comerciante mayorista,Secano,No,Si,0.8983912
3,1.14,100.0,30,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.91389763
1,2.0,93.23,25,61,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,No especificado,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.9166504
4,11.0,96.57,30,43,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,JUNIN,Selva,No especificado,Venta,Comerciante mayorista,Secano,Si,Si,0.9027417
4,2.5,91.11,29,57,False,False,False,False,False,False,True,Primaria incompleta,Mujer,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.9048443
1,6.25,94.2,22,39,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.9102812
1,11.58,96.67,37,66,False,False,True,False,False,False,True,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Autoconsumo,Acopiador,No especificado,Si,Si,0.90210223
5,0.71,81.78,10,44,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9081434
3,8.68,0.0,25,52,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,MADRE DE DIOS,Costa,No especificado,Venta,Acopiador,Gravedad,Si,Si,0.9136699
1,8.26,25.86,15,36,False,True,True,False,False,False,False,Sin nivel,Hombre,LIMA,Selva,Gravedad,Otro,Comerciante minorista,Gravedad,Si,Si,0.90599364
1,4.35,75.28,30,59,False,False,True,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Sierra,No especificado,Venta,Consumidor final,Gravedad,Si,Si,0.9047796
1,0.5,88.53,8,36,False,True,True,False,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Sierra,Aspersion,Otro,Sin ventas,Gravedad,Si,Si,0.9086741
1,5.28,0.0,15,51,False,False,True,False,False,False,False,Secundaria completa,Hombre,ICA,Costa,Secano,Venta,Sin ventas,No especificado,Si,Si,0.9128522
6,62.2,99.89,4,22,False,True,False,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9005119
4,14.3,100.0,18,46,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Autoconsumo,Sin ventas,Goteo,Si,Si,0.9077178
1,1.1,99.98,10,41,False,False,True,False,False,False,False,Sin nivel,Hombre,PASCO,Sierra,Secano,Venta,Comerciante mayorista,MicroAspersion,Si,Si,0.91149926
2,1.4,7.97,30,49,False,True,False,False,False,True,False,Secundaria completa,Hombre,APURIMAC,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.894671
4,22.0,100.0,30,80,False,False,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Consumidor final,Secano,No,Si,0.9016135
1,2.87,100.0,35,55,False,True,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,No especificado,Venta,Sin ventas,Aspersion,Si,Si,0.9143244
4,45.32,100.0,15,43,False,False,False,False,False,False,True,Secundaria completa,Hombre,ANCASH,Costa,Goteo,Otro,Comerciante mayorista,Gravedad,No,Si,0.8767675
17,18.28,0.0,53,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Consumidor final,Goteo,Si,Si,0.9077531
1,6.0,96.43,18,55,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,HUANCAVELICA,Selva,Gravedad,Otro,Sin ventas,Gravedad,Si,Si,0.9102812
3,4.47,86.21,27,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.915756
2,12.66,94.95,10,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Gravedad,Autoconsumo,Acopiador,Secano,Si,Si,0.8908444
1,9.25,100.0,12,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Consumidor final,Secano,Si,Si,0.9161562
1,9.0,0.0,48,37,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.8914819
1,12.0,0.0,18,58,False,False,False,False,False,False,False,Superior no universitaria incompleta,Hombre,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Goteo,No,Si,0.88914835
3,6.18,63.84,20,39,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,AMAZONAS,Costa,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.9128522
3,4.0,34.16,35,50,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Secano,Si,Si,0.90560186
3,0.66,17.36,12,33,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,APURIMAC,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9144761
2,4.75,87.61,32,30,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.9080176
2,1.25,98.82,40,40,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.91835266
7,6.0,0.0,2,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Aspersion,Venta,Consumidor final,No especificado,Si,Si,0.9136699
1,6.5,0.0,30,57,False,False,True,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.91306126
1,5.8,58.33,2,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Sierra,Gravedad,Autoconsumo,Acopiador,Goteo,Si,Si,0.90953684
1,10.5,94.9,20,36,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Otro,Comerciante minorista,Gravedad,No,Si,0.9167592
2,37.75,96.6,27,40,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LA LIBERTAD,Selva,Secano,Venta,Sin ventas,Secano,Si,Si,0.911441
3,63.0,100.0,30,44,False,False,True,False,True,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9161562
13,4.95,0.0,35,57,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Sin ventas,No especificado,Si,Si,0.91306126
1,6.47,0.0,25,56,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Costa,Secano,Autoconsumo,Acopiador,Secano,Si,Si,0.8869396
2,5.75,99.68,25,44,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,PASCO,Costa,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9181228
1,2.06,100.0,16,22,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,PUNO,Sierra,Gravedad,Venta,Acopiador,Secano,No,Si,0.9151633
3,4.37,10.0,43,32,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Secano,Si,Si,0.90155095
1,3.1,100.0,7,30,False,True,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Costa,Secano,Autoconsumo,Empresa/Agroindustria,Aspersion,Si,Si,0.9194709
9,3.0,11.11,4,62,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Secano,Venta,Consumidor final,Gravedad,Si,Si,0.9044293
6,4.73,66.67,30,59,False,False,False,False,True,False,False,Secundaria incompleta,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Empresa/Agroindustria,Gravedad,Si,Si,0.8908916
1,8.0,31.75,15,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad,Si,Si,0.9061162
2,6.0,41.67,7,57,False,True,False,False,False,False,False,Secundaria completa,Mujer,HUANCAVELICA,Sierra,No especificado,Venta,Comerciante minorista,Aspersion,Si,Si,0.888904
3,3.42,87.61,27,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,TACNA,Sierra,Aspersion,Venta,Acopiador,Mangas,Si,Si,0.90817153
1,3.0,100.0,30,53,False,False,False,False,False,False,False,Superior universitaria completa,Mujer,LAMBAYEQUE,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.89911056
3,1.0,99.05,10,38,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Autoconsumo,Consumidor final,Secano,Si,Si,0.9102812
1,3.95,100.0,30,64,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Costa,Gravedad,Otro,Comerciante mayorista,Secano,Si,Si,0.8992212
3,7.46,100.0,40,71,False,False,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.91264635
2,5.0,0.0,20,43,False,False,True,False,False,True,False,Secundaria completa,Hombre,ICA,Sierra,Secano,Otro,Empresa/Agroindustria,Gravedad,Si,Si,0.9048747
1,2.0,0.0,12,44,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LIMA,Costa,Aspersion,Venta,Acopiador,Gravedad,Si,Si,0.8958536
3,3.19,80.64,25,30,False,False,True,False,False,False,False,Superior universitaria completa,Mujer,HUANUCO,Sierra,Otro,Venta,Comerciante mayorista,No especificado,No,Si,0.9062384
7,18.7,97.6,17,39,False,True,True,False,False,False,False,Superior universitaria completa,Mujer,LORETO,Selva,Secano,Otro,Sin ventas,Aspersion,Si,Si,0.9119453
3,9.5,91.3,5,84,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Aspersion,Venta,Comerciante minorista,Gravedad,No,Si,0.9121887
1,6.0,96.6,30,37,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Secano,Venta,Sin ventas,Secano,No,Si,0.8990065
1,79.0,45.45,15,64,False,False,False,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.87873644
1,5.5,99.05,10,38,False,False,True,False,False,False,False,Primaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.91835266
1,0.04,1.45,35,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,CUSCO,Sierra,Secano,Otro,Acopiador,Goteo,No,Si,0.90388656
3,2.0,32.57,2,56,False,True,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Selva,Aspersion,Venta,Consumidor final,Secano,Si,Si,0.9047796
2,1.16,100.0,30,68,False,False,True,False,False,False,True,Secundaria completa,Mujer,HUANUCO,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.91301906
5,12.5,98.04,20,49,False,False,True,False,True,False,False,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Empresa/Agroindustria,Gravedad,Si,Si,0.9119453
5,0.87,99.89,23,72,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CUSCO,Costa,Goteo,Autoconsumo,Comerciante mayorista,Aspersion,No,Si,0.9056782
4,2.48,14.71,33,60,False,True,False,False,False,False,False,Superior no universitaria completa,Mujer,HUANUCO,Sierra,Secano,Venta,Comerciante minorista,Gravedad,Si,Si,0.8892908
7,2.5,99.98,45,63,False,False,True,False,False,False,False,Primaria completa,Mujer,PUNO,Costa,Gravedad,Autoconsumo,Consumidor final,Aspersion,Si,Si,0.9216718
7,31.8,83.33,33,31,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Venta,Acopiador,Secano,Si,Si,0.9109248
1,344.34,0.0,5,32,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Selva,Secano,Venta,Comerciante minorista,Gravedad,No,Si,0.9090622
1,1.0,100.0,30,28,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Aspersion,Venta,Sin ventas,Gravedad,Si,Si,0.9135475
3,7.4,0.0,15,33,False,True,False,False,False,False,False,Primaria incompleta,Mujer,HUANCAVELICA,Sierra,Secano,Venta,Comerciante minorista,Secano,Si,Si,0.89886457
1,20.0,0.0,25,42,False,False,True,False,False,False,False,Primaria incompleta,Mujer,PIURA,Costa,Aspersion,Venta,Sin ventas,Secano,Si,Si,0.9136699
2,8.45,100.0,20,52,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Secano,Venta,Acopiador,Aspersion,Si,Si,0.9210878
5,2.71,7.42,20,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Acopiador,No especificado,Si,Si,0.9054125
1,2.05,100.0,22,39,False,False,True,False,False,False,True,Secundaria completa,Hombre,ICA,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.9134558
1,12.0,100.0,20,48,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Sin ventas,No especificado,Si,Si,0.9161562
3,26.4,0.0,8,37,False,False,False,False,False,False,False,Primaria completa,Hombre,TACNA,Costa,Secano,Venta,Consumidor final,Secano,No,Si,0.89790946
2,1.25,99.98,16,46,False,False,True,False,False,False,True,Primaria completa,Hombre,LORETO,Sierra,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9151633
8,4.7,77.85,7,49,False,False,True,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.90858704
4,6.0,0.0,36,75,False,False,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Selva,Secano,Venta,Comerciante mayorista,No especificado,No,Si,0.8812894
8,9.3,100.0,20,54,False,False,True,False,False,False,False,Superior universitaria completa,Mujer,CAJAMARCA,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9194709
1,29.0,100.0,20,69,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,No especificado,Autoconsumo,Acopiador,Goteo,Si,Si,0.90375745
2,3.25,87.84,8,61,False,False,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante minorista,Gravedad,No,Si,0.9182273
3,0.34,95.33,39,51,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Sin ventas,Gravedad,No,Si,0.90906805
2,5.9,52.73,6,47,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Autoconsumo,Consumidor final,Secano,Si,Si,0.9135242
2,9.5,100.0,6,72,False,False,True,False,False,False,False,Secundaria completa,Mujer,PIURA,Sierra,Aspersion,Venta,Comerciante minorista,Aspersion,Si,Si,0.90384716
3,77.0,100.0,26,77,False,False,False,False,False,True,False,Secundaria completa,Hombre,PUNO,Costa,Secano,Venta,Acopiador,Gravedad,Si,Si,0.89099836
1,8.97,99.6,30,55,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Secano,Autoconsumo,Comerciante mayorista,Gravedad,No,Si,0.91770214
2,5.5,0.0,25,49,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,Secano,Si,Si,0.9128522
4,1.98,100.0,50,56,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9070192
4,2.5,80.18,20,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,Gravedad,Autoconsumo,Sin ventas,Secano,Si,Si,0.9071283
5,26.0,100.0,25,48,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Secano,Venta,Acopiador,No especificado,No,Si,0.9194709
1,4.0,0.0,28,47,False,True,False,False,False,True,False,Primaria incompleta,Hombre,TUMBES,Sierra,Aspersion,Venta,Sin ventas,Secano,Si,Si,0.8906192
1,31.25,95.49,30,71,False,True,True,False,False,False,False,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.9138033
2,4.62,0.0,4,73,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,PIURA,Selva,Secano,Otro,Sin ventas,Gravedad,Si,Si,0.8923864
2,22.0,3.83,42,40,False,False,True,True,False,False,False,Superior universitaria incompleta,Hombre,HUANUCO,Sierra,Gravedad,Otro,Acopiador,Secano,Si,Si,0.90652454
1,12.25,99.69,7,35,False,False,False,False,False,False,False,Primaria incompleta,Hombre,PASCO,Sierra,Gravedad,Venta,Comerciante mayorista,No especificado,Si,Si,0.90299445
1,7.8,62.89,30,54,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Secano,Venta,Sin ventas,Secano,Si,Si,0.9037962
2,16.0,23.08,23,35,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Sin ventas,Gravedad,No,Si,0.897285
2,5.15,100.0,8,39,False,False,False,False,False,False,False,Sin nivel,Hombre,PASCO,Sierra,Secano,Autoconsumo,Acopiador,Secano,Si,Si,0.9031887
2,4.2,0.0,30,48,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,JUNIN,Costa,Secano,Venta,Acopiador,Goteo,Si,Si,0.9128522
8,6.28,66.67,15,67,False,False,True,False,False,True,False,Primaria completa,Hombre,SAN MARTIN,Sierra,Aspersion,Venta,Acopiador,Goteo,Si,Si,0.89586043
1,5.7,0.0,21,51,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Sierra,Aspersion,Venta,Acopiador,Gravedad,Si,Si,0.90575945
5,13.0,0.0,25,44,False,False,True,False,False,False,False,Primaria incompleta,Mujer,TUMBES,Selva,Gravedad,Venta,Consumidor final,Goteo,Si,Si,0.9085777
9,5.5,100.0,10,46,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,LORETO,Costa,Gravedad,Venta,Empresa/Agroindustria,Secano,Si,Si,0.9216718
2,0.53,100.0,20,39,False,False,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Selva,Secano,Venta,Comerciante minorista,Gravedad,Si,Si,0.9102669
3,50.0,99.9,40,65,False,False,True,False,False,False,False,Primaria incompleta,Hombre,APURIMAC,Costa,Gravedad,Venta,Sin ventas,Otro,Si,Si,0.9159817
2,1.58,99.52,20,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Empresa/Agroindustria,Gravedad,Si,Si,0.89841336
7,11.0,100.0,10,63,False,False,False,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Costa,Gravedad,Otro,Comerciante mayorista,Gravedad,Si,Si,0.9059742
1,4.05,0.0,33,65,False,False,True,False,False,False,False,Primaria completa,Mujer,HUANCAVELICA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9027793
1,0.82,57.98,35,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9048747
4,3.6,0.0,5,36,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,AREQUIPA,Selva,Secano,Venta,Acopiador,Gravedad,No,Si,0.9078889
6,1.5,36.36,50,60,False,False,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Acopiador,Secano,Si,Si,0.90263134
2,39.28,100.0,40,61,False,False,True,False,False,False,False,Secundaria completa,Mujer,CAJAMARCA,Sierra,No especificado,Venta,Empresa/Agroindustria,Secano,Si,Si,0.915383
3,14.0,100.0,28,56,False,True,False,True,False,False,True,Primaria completa,Mujer,LIMA,Costa,Secano,Venta,Sin ventas,Secano,Si,Si,0.90471375
2,110.0,0.0,5,57,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Costa,Aspersion,Venta,Comerciante mayorista,Gravedad,No,Si,0.91337484
6,40.0,100.0,42,30,False,False,True,False,False,False,True,Secundaria completa,Hombre,AREQUIPA,Sierra,Aspersion,Venta,Sin ventas,Goteo,Si,Si,0.9175295
1,1.0,100.0,23,56,False,True,True,True,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91389763
3,0.66,0.0,3,43,False,False,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Costa,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.9135242
6,28.0,2.18,23,43,False,True,True,False,False,False,False,Primaria completa,Hombre,ICA,Costa,Secano,Venta,Comerciante mayorista,Goteo,No,Si,0.9128522
1,1.0,100.0,35,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Goteo,No,Si,0.9216718
1,15.5,100.0,8,45,False,False,True,False,False,False,False,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.9216718
2,4.45,100.0,27,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Goteo,Otro,Comerciante minorista,No especificado,Si,Si,0.8388186
1,4.6,0.0,20,67,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.90319115
1,1.99,75.0,31,64,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Venta,Acopiador,Secano,No,Si,0.91306126
1,10.0,0.0,10,91,False,True,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Acopiador,Secano,Si,Si,0.8889946
1,44.1,99.29,30,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Sin ventas,Secano,No,Si,0.9172388
3,16.5,95.24,19,58,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Sierra,No especificado,Venta,Acopiador,Gravedad,Si,Si,0.9103479
2,3.0,100.0,24,44,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Sierra,Secano,Venta,Empresa/Agroindustria,Gravedad,Si,Si,0.9132612
1,3.3,94.47,40,26,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Goteo,Si,Si,0.9102812
1,1.6,98.94,30,24,False,True,True,True,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Autoconsumo,Acopiador,Gravedad,Si,Si,0.9102812
1,3.2,100.0,25,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Selva,Gravedad,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.9133783
4,3.6,97.83,20,61,False,False,True,True,False,False,False,Superior universitaria completa,Hombre,LIMA,Sierra,Gravedad,Otro,Comerciante mayorista,Aspersion,Si,Si,0.9092579
3,28.29,98.77,25,33,False,False,False,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9057223
6,40.5,93.75,25,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Selva,Gravedad,Otro,Acopiador,Secano,Si,Si,0.91312367
3,1.66,73.4,30,51,False,True,False,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.8933767
4,1.24,100.0,10,55,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Secano,No,Si,0.90431064
1,2.94,86.32,3,49,False,False,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91618186
4,1.5,92.31,22,41,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LA LIBERTAD,Sierra,Secano,Venta,Comerciante mayorista,Goteo,Si,Si,0.9015808
1,0.21,94.76,30,63,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Secano,Venta,Comerciante mayorista,Gravedad,No,Si,0.88775706
1,38.0,90.01,30,55,False,True,False,True,False,False,False,Secundaria completa,Hombre,ICA,Selva,Gravedad,Venta,Comerciante minorista,Gravedad,Si,Si,0.8907369
3,5.61,0.0,40,63,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,HUANCAVELICA,Sierra,Aspersion,Venta,Acopiador,Aspersion,Si,Si,0.88840294
1,24.0,100.0,23,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.9161562
2,3.9,81.32,45,46,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Otro,Sin ventas,Aspersion,Si,Si,0.90690637
2,27.5,0.0,16,37,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Gravedad,Otro,Comerciante minorista,Goteo,Si,Si,0.89534754
3,9.0,0.0,15,44,False,False,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Costa,Gravedad,Venta,Sin ventas,Gravedad,No,Si,0.9135242
2,110.5,86.18,25,48,False,False,True,False,False,False,False,Secundaria completa,Mujer,LIMA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.90939325
7,2.34,100.0,3,35,False,False,True,False,False,False,False,Secundaria completa,Mujer,APURIMAC,Costa,Aspersion,Venta,Empresa/Agroindustria,Secano,No,Si,0.9213505
7,5.0,100.0,17,35,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Sin ventas,Aspersion,No,Si,0.91438925
2,3.38,99.34,12,49,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Comerciante minorista,Secano,Si,Si,0.9108993
