numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
1,11.58,96.67,37,66,False,False,True,False,False,False,True,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Autoconsumo,Acopiador,No especificado
5,0.71,81.78,10,44,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
3,8.68,0.0,25,52,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,MADRE DE DIOS,Costa,No especificado,Venta,Acopiador,Gravedad
1,8.26,25.86,15,36,False,True,True,False,False,False,False,Sin nivel,Hombre,LIMA,Selva,Gravedad,Otro,Comerciante minorista,Gravedad
1,4.35,75.28,30,59,False,False,True,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Sierra,No especificado,Venta,Consumidor final,Gravedad
1,0.5,88.53,8,36,False,True,True,False,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Sierra,Aspersion,Otro,Sin ventas,Gravedad
1,5.28,0.0,15,51,False,False,True,False,False,False,False,Secundaria completa,Hombre,ICA,Costa,Secano,Venta,Sin ventas,No especificado
6,62.2,99.89,4,22,False,True,False,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Secano
4,14.3,100.0,18,46,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,AYACUCHO,Sierra,Gravedad,Autoconsumo,Sin ventas,Goteo
1,1.1,99.98,10,41,False,False,True,False,False,False,False,Sin nivel,Hombre,PASCO,Sierra,Secano,Venta,Comerciante mayorista,MicroAspersion
2,1.4,7.97,30,49,False,True,False,False,False,True,False,Secundaria completa,Hombre,APURIMAC,Costa,Gravedad,Venta,Acopiador,Gravedad
4,22.0,100.0,30,80,False,False,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Consumidor final,Secano
1,2.87,100.0,35,55,False,True,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,No especificado,Venta,Sin ventas,Aspersion
4,45.32,100.0,15,43,False,False,False,False,False,False,True,Secundaria completa,Hombre,ANCASH,Costa,Goteo,Otro,Comerciante mayorista,Gravedad
17,18.28,0.0,53,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Consumidor final,Goteo
1,6.0,96.43,18,55,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,HUANCAVELICA,Selva,Gravedad,Otro,Sin ventas,Gravedad
3,4.47,86.21,27,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
2,12.66,94.95,10,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Gravedad,Autoconsumo,Acopiador,Secano
1,9.25,100.0,12,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Consumidor final,Secano
1,9.0,0.0,48,37,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Sin ventas,Gravedad
1,12.0,0.0,18,58,False,False,False,False,False,False,False,Superior no universitaria incompleta,Hombre,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Goteo
3,6.18,63.84,20,39,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,AMAZONAS,Costa,Secano,Venta,Sin ventas,Gravedad
3,4.0,34.16,35,50,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Secano
3,0.66,17.36,12,33,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,APURIMAC,Costa,Secano,Venta,Comerciante mayorista,Gravedad
2,4.75,87.61,32,30,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Acopiador,Gravedad
2,1.25,98.82,40,40,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad
7,6.0,0.0,2,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Aspersion,Venta,Consumidor final,No especificado
1,6.5,0.0,30,57,False,False,True,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Gravedad,Venta,Comerciante mayorista,Secano
1,5.8,58.33,2,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Sierra,Gravedad,Autoconsumo,Acopiador,Goteo
1,10.5,94.9,20,36,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Otro,Comerciante minorista,Gravedad
2,37.75,96.6,27,40,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LA LIBERTAD,Selva,Secano,Venta,Sin ventas,Secano
3,63.0,100.0,30,44,False,False,True,False,True,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
13,4.95,0.0,35,57,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Sin ventas,No especificado
1,6.47,0.0,25,56,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Costa,Secano,Autoconsumo,Acopiador,Secano
2,5.75,99.68,25,44,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,PASCO,Costa,Secano,Venta,Acopiador,Gravedad
1,2.06,100.0,16,22,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,PUNO,Sierra,Gravedad,Venta,Acopiador,Secano
3,4.37,10.0,43,32,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Secano
1,3.1,100.0,7,30,False,True,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Costa,Secano,Autoconsumo,Empresa/Agroindustria,Aspersion
9,3.0,11.11,4,62,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Secano,Venta,Consumidor final,Gravedad
6,4.73,66.67,30,59,False,False,False,False,True,False,False,Secundaria incompleta,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Empresa/Agroindustria,Gravedad
1,8.0,31.75,15,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
2,6.0,41.67,7,57,False,True,False,False,False,False,False,Secundaria completa,Mujer,HUANCAVELICA,Sierra,No especificado,Venta,Comerciante minorista,Aspersion
3,3.42,87.61,27,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,TACNA,Sierra,Aspersion,Venta,Acopiador,Mangas
1,3.0,100.0,30,53,False,False,False,False,False,False,False,Superior universitaria completa,Mujer,LAMBAYEQUE,Sierra,Secano,Venta,Acopiador,Secano
3,1.0,99.05,10,38,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Autoconsumo,Consumidor final,Secano
1,3.95,100.0,30,64,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Costa,Gravedad,Otro,Comerciante mayorista,Secano
3,7.46,100.0,40,71,False,False,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
2,5.0,0.0,20,43,False,False,True,False,False,True,False,Secundaria completa,Hombre,ICA,Sierra,Secano,Otro,Empresa/Agroindustria,Gravedad
1,2.0,0.0,12,44,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LIMA,Costa,Aspersion,Venta,Acopiador,Gravedad
3,3.19,80.64,25,30,False,False,True,False,False,False,False,Superior universitaria completa,Mujer,HUANUCO,Sierra,Otro,Venta,Comerciante mayorista,No especificado
7,18.7,97.6,17,39,False,True,True,False,False,False,False,Superior universitaria completa,Mujer,LORETO,Selva,Secano,Otro,Sin ventas,Aspersion
3,9.5,91.3,5,84,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Aspersion,Venta,Comerciante minorista,Gravedad
1,6.0,96.6,30,37,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Secano,Venta,Sin ventas,Secano
1,79.0,45.45,15,64,False,False,False,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Sierra,Secano,Venta,Acopiador,Gravedad
1,5.5,99.05,10,38,False,False,True,False,False,False,False,Primaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Acopiador,Gravedad
1,0.04,1.45,35,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,CUSCO,Sierra,Secano,Otro,Acopiador,Goteo
3,2.0,32.57,2,56,False,True,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Selva,Aspersion,Venta,Consumidor final,Secano
2,1.16,100.0,30,68,False,False,True,False,False,False,True,Secundaria completa,Mujer,HUANUCO,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
5,12.5,98.04,20,49,False,False,True,False,True,False,False,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Empresa/Agroindustria,Gravedad
5,0.87,99.89,23,72,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CUSCO,Costa,Goteo,Autoconsumo,Comerciante mayorista,Aspersion
4,2.48,14.71,33,60,False,True,False,False,False,False,False,Superior no universitaria completa,Mujer,HUANUCO,Sierra,Secano,Venta,Comerciante minorista,Gravedad
7,2.5,99.98,45,63,False,False,True,False,False,False,False,Primaria completa,Mujer,PUNO,Costa,Gravedad,Autoconsumo,Consumidor final,Aspersion
7,31.8,83.33,33,31,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Venta,Acopiador,Secano
1,344.34,0.0,5,32,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Selva,Secano,Venta,Comerciante minorista,Gravedad
1,1.0,100.0,30,28,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Aspersion,Venta,Sin ventas,Gravedad
3,7.4,0.0,15,33,False,True,False,False,False,False,False,Primaria incompleta,Mujer,HUANCAVELICA,Sierra,Secano,Venta,Comerciante minorista,Secano
1,20.0,0.0,25,42,False,False,True,False,False,False,False,Primaria incompleta,Mujer,PIURA,Costa,Aspersion,Venta,Sin ventas,Secano
2,8.45,100.0,20,52,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Secano,Venta,Acopiador,Aspersion
5,2.71,7.42,20,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Acopiador,No especificado
1,2.05,100.0,22,39,False,False,True,False,False,False,True,Secundaria completa,Hombre,ICA,Sierra,Secano,Venta,Acopiador,Secano
1,12.0,100.0,20,48,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Sin ventas,No especificado
3,26.4,0.0,8,37,False,False,False,False,False,False,False,Primaria completa,Hombre,TACNA,Costa,Secano,Venta,Consumidor final,Secano
2,1.25,99.98,16,46,False,False,True,False,False,False,True,Primaria completa,Hombre,LORETO,Sierra,Gravedad,Venta,Acopiador,Gravedad
8,4.7,77.85,7,49,False,False,True,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Secano
4,6.0,0.0,36,75,False,False,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Selva,Secano,Venta,Comerciante mayorista,No especificado
8,9.3,100.0,20,54,False,False,True,False,False,False,False,Superior universitaria completa,Mujer,CAJAMARCA,Costa,Secano,Venta,Comerciante mayorista,Gravedad
1,29.0,100.0,20,69,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,No especificado,Autoconsumo,Acopiador,Goteo
2,3.25,87.84,8,61,False,False,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
3,0.34,95.33,39,51,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Sin ventas,Gravedad
2,5.9,52.73,6,47,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Autoconsumo,Consumidor final,Secano
2,9.5,100.0,6,72,False,False,True,False,False,False,False,Secundaria completa,Mujer,PIURA,Sierra,Aspersion,Venta,Comerciante minorista,Aspersion
3,77.0,100.0,26,77,False,False,False,False,False,True,False,Secundaria completa,Hombre,PUNO,Costa,Secano,Venta,Acopiador,Gravedad
1,8.97,99.6,30,55,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Secano,Autoconsumo,Comerciante mayorista,Gravedad
2,5.5,0.0,25,49,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,Secano
4,1.98,100.0,50,56,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
4,2.5,80.18,20,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,Gravedad,Autoconsumo,Sin ventas,Secano
5,26.0,100.0,25,48,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Secano,Venta,Acopiador,No especificado
1,4.0,0.0,28,47,False,True,False,False,False,True,False,Primaria incompleta,Hombre,TUMBES,Sierra,Aspersion,Venta,Sin ventas,Secano
1,31.25,95.49,30,71,False,True,True,False,False,False,False,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Sin ventas,Gravedad
2,4.62,0.0,4,73,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,PIURA,Selva,Secano,Otro,Sin ventas,Gravedad
2,22.0,3.83,42,40,False,False,True,True,False,False,False,Superior universitaria incompleta,Hombre,HUANUCO,Sierra,Gravedad,Otro,Acopiador,Secano
1,12.25,99.69,7,35,False,False,False,False,False,False,False,Primaria incompleta,Hombre,PASCO,Sierra,Gravedad,Venta,Comerciante mayorista,No especificado
1,7.8,62.89,30,54,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Secano,Venta,Sin ventas,Secano
2,16.0,23.08,23,35,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Sin ventas,Gravedad
2,5.15,100.0,8,39,False,False,False,False,False,False,False,Sin nivel,Hombre,PASCO,Sierra,Secano,Autoconsumo,Acopiador,Secano
2,4.2,0.0,30,48,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,JUNIN,Costa,Secano,Venta,Acopiador,Goteo
8,6.28,66.67,15,67,False,False,True,False,False,True,False,Primaria completa,Hombre,SAN MARTIN,Sierra,Aspersion,Venta,Acopiador,Goteo
1,5.7,0.0,21,51,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Sierra,Aspersion,Venta,Acopiador,Gravedad
5,13.0,0.0,25,44,False,False,True,False,False,False,False,Primaria incompleta,Mujer,TUMBES,Selva,Gravedad,Venta,Consumidor final,Goteo
9,5.5,100.0,10,46,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,LORETO,Costa,Gravedad,Venta,Empresa/Agroindustria,Secano
2,0.53,100.0,20,39,False,False,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Selva,Secano,Venta,Comerciante minorista,Gravedad
3,50.0,99.9,40,65,False,False,True,False,False,False,False,Primaria incompleta,Hombre,APURIMAC,Costa,Gravedad,Venta,Sin ventas,Otro
2,1.58,99.52,20,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Empresa/Agroindustria,Gravedad
7,11.0,100.0,10,63,False,False,False,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Costa,Gravedad,Otro,Comerciante mayorista,Gravedad
1,4.05,0.0,33,65,False,False,True,False,False,False,False,Primaria completa,Mujer,HUANCAVELICA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
1,0.82,57.98,35,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Gravedad
4,3.6,0.0,5,36,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,AREQUIPA,Selva,Secano,Venta,Acopiador,Gravedad
6,1.5,36.36,50,60,False,False,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Acopiador,Secano
2,39.28,100.0,40,61,False,False,True,False,False,False,False,Secundaria completa,Mujer,CAJAMARCA,Sierra,No especificado,Venta,Empresa/Agroindustria,Secano
3,14.0,100.0,28,56,False,True,False,True,False,False,True,Primaria completa,Mujer,LIMA,Costa,Secano,Venta,Sin ventas,Secano
2,110.0,0.0,5,57,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Costa,Aspersion,Venta,Comerciante mayorista,Gravedad
6,40.0,100.0,42,30,False,False,True,False,False,False,True,Secundaria completa,Hombre,AREQUIPA,Sierra,Aspersion,Venta,Sin ventas,Goteo
1,1.0,100.0,23,56,False,True,True,True,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
3,0.66,0.0,3,43,False,False,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Costa,Gravedad,Venta,Comerciante mayorista,Secano
6,28.0,2.18,23,43,False,True,True,False,False,False,False,Primaria completa,Hombre,ICA,Costa,Secano,Venta,Comerciante mayorista,Goteo
1,1.0,100.0,35,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Goteo
1,15.5,100.0,8,45,False,False,True,False,False,False,False,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Secano
2,4.45,100.0,27,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Goteo,Otro,Comerciante minorista,No especificado
1,4.6,0.0,20,67,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad
1,1.99,75.0,31,64,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Venta,Acopiador,Secano
1,10.0,0.0,10,91,False,True,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Acopiador,Secano
1,44.1,99.29,30,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Sin ventas,Secano
3,16.5,95.24,19,58,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Sierra,No especificado,Venta,Acopiador,Gravedad
2,3.0,100.0,24,44,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Sierra,Secano,Venta,Empresa/Agroindustria,Gravedad
1,3.3,94.47,40,26,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Goteo
1,1.6,98.94,30,24,False,True,True,True,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Autoconsumo,Acopiador,Gravedad
1,3.2,100.0,25,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Selva,Gravedad,Autoconsumo,Comerciante mayorista,Secano
4,3.6,97.83,20,61,False,False,True,True,False,False,False,Superior universitaria completa,Hombre,LIMA,Sierra,Gravedad,Otro,Comerciante mayorista,Aspersion
3,28.29,98.77,25,33,False,False,False,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Venta,Acopiador,Gravedad
6,40.5,93.75,25,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Selva,Gravedad,Otro,Acopiador,Secano
3,1.66,73.4,30,51,False,True,False,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
4,1.24,100.0,10,55,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Secano
1,2.94,86.32,3,49,False,False,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
4,1.5,92.31,22,41,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LA LIBERTAD,Sierra,Secano,Venta,Comerciante mayorista,Goteo
1,0.21,94.76,30,63,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Secano,Venta,Comerciante mayorista,Gravedad
1,38.0,90.01,30,55,False,True,False,True,False,False,False,Secundaria completa,Hombre,ICA,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
3,5.61,0.0,40,63,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,HUANCAVELICA,Sierra,Aspersion,Venta,Acopiador,Aspersion
1,24.0,100.0,23,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
2,3.9,81.32,45,46,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Otro,Sin ventas,Aspersion
2,27.5,0.0,16,37,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Gravedad,Otro,Comerciante minorista,Goteo
3,9.0,0.0,15,44,False,False,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Costa,Gravedad,Venta,Sin ventas,Gravedad
2,110.5,86.18,25,48,False,False,True,False,False,False,False,Secundaria completa,Mujer,LIMA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Secano
7,2.34,100.0,3,35,False,False,True,False,False,False,False,Secundaria completa,Mujer,APURIMAC,Costa,Aspersion,Venta,Empresa/Agroindustria,Secano
7,5.0,100.0,17,35,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Sin ventas,Aspersion
2,3.38,99.34,12,49,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Comerciante minorista,Secano
5,23.5,90.79,25,23,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
8,10.5,5.65,27,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PUNO,Sierra,MicroAspersion,Venta,Consumidor final,Mangas
1,5.33,100.0,18,62,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,PASCO,Sierra,Secano,Autoconsumo,Sin ventas,Aspersion
3,2.4,8.7,10,66,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,PIURA,Sierra,Goteo,Venta,Sin ventas,Gravedad
1,5.0,100.0,8,50,False,False,True,False,False,False,False,Secundaria completa,Mujer,SAN MARTIN,Selva,Gravedad,Venta,Consumidor final,Gravedad
1,3.3,98.36,2,64,False,True,True,False,True,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Aspersion
2,9.5,99.66,17,42,False,False,True,False,False,False,False,Primaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Acopiador,Secano
7,24.0,84.21,12,45,False,False,True,False,False,False,False,Primaria incompleta,Hombre,MOQUEGUA,Costa,Secano,Autoconsumo,Acopiador,Secano
3,10.5,98.16,20,55,False,False,True,False,False,False,True,Secundaria completa,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,Gravedad
10,13.0,0.0,13,54,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,PUNO,Costa,Gravedad,Otro,Acopiador,Gravedad
1,24.17,91.78,20,44,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,Secano,Venta,Empresa/Agroindustria,No especificado
1,11.1,100.0,29,53,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Costa,Secano,Otro,Sin ventas,Gravedad
4,0.12,96.72,5,50,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LIMA,Sierra,Secano,Venta,Comerciante mayorista,Secano
2,3.0,0.0,22,63,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,No especificado,Venta,Comerciante mayorista,Gravedad
4,0.08,100.0,15,53,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,No especificado
6,16.0,89.2,12,61,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,ICA,Selva,Aspersion,Venta,Sin ventas,Secano
1,390.0,59.94,10,40,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
1,6.5,100.0,30,50,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Sin ventas,Gravedad
5,3.2,0.0,20,44,False,True,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Selva,Secano,Venta,Comerciante minorista,Secano
4,0.73,100.0,40,50,False,False,False,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Otro,Comerciante mayorista,Aspersion
3,40.0,50.0,40,49,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,JUNIN,Costa,Aspersion,Venta,Comerciante mayorista,Goteo
11,96.0,100.0,20,44,False,True,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Acopiador,Secano
2,11.0,99.69,15,42,False,False,True,False,False,False,False,Primaria completa,Mujer,SAN MARTIN,Sierra,Gravedad,Venta,Acopiador,Secano
2,9.0,96.02,33,32,False,True,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Consumidor final,Secano
1,10.0,94.77,20,60,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,PASCO,Costa,Goteo,Venta,Acopiador,Aspersion
1,19.5,100.0,23,46,False,False,True,False,False,True,False,Primaria incompleta,Hombre,ICA,Costa,Secano,Venta,Comerciante minorista,Gravedad
1,12.5,100.0,20,42,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Costa,Secano,Venta,Sin ventas,No especificado
2,79.0,81.43,30,64,False,False,False,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Otro,Acopiador,Gravedad
1,13.4,100.0,20,60,False,True,True,False,False,False,True,Secundaria completa,Mujer,LA LIBERTAD,Selva,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
1,32.35,0.0,50,62,False,True,True,False,False,False,False,Primaria incompleta,Hombre,TACNA,Selva,Gravedad,Otro,Acopiador,Secano
4,2.8,79.58,15,29,False,True,False,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
3,7.02,99.34,30,52,False,False,True,False,False,False,True,Secundaria completa,Hombre,PIURA,Costa,Secano,Venta,Sin ventas,Gravedad
1,0.01,100.0,24,57,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,PIURA,Selva,Secano,Venta,Acopiador,Secano
1,2.98,87.45,18,25,False,False,True,False,False,False,False,Secundaria completa,Hombre,CUSCO,Sierra,Gravedad,Venta,Acopiador,Goteo
4,6.0,4.67,40,44,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Secano
7,24.0,0.0,26,51,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Costa,Secano,Venta,Acopiador,Secano
